id,secondary_profession,main_group,try_these,avoid_these,text
T1-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,True,False,Best social media content creator hack you've brewed up?
T2-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,True,False,Which vibe fuels your social media content creator?
A1-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,False,True,Why's your social media content creator so slow?
A2-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,False,True,Why bother with social media content creator?
A5-Writing & Content Creation-Social Media Content Creator,Social Media Content Creator,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,True,False,Best seo specialist hack you've brewed up?
T2-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,True,False,Which vibe fuels your seo specialist?
A1-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,False,True,Why's your seo specialist so slow?
A2-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,False,True,Why bother with seo specialist?
A5-Writing & Content Creation-SEO Specialist,SEO Specialist,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Author,Author,Writing & Content Creation,True,False,Best author hack you've brewed up?
T2-Writing & Content Creation-Author,Author,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Author,Author,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Author,Author,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Author,Author,Writing & Content Creation,True,False,Which vibe fuels your author?
A1-Writing & Content Creation-Author,Author,Writing & Content Creation,False,True,Why's your author so slow?
A2-Writing & Content Creation-Author,Author,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Author,Author,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Author,Author,Writing & Content Creation,False,True,Why bother with author?
A5-Writing & Content Creation-Author,Author,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,True,False,Best digital marketer hack you've brewed up?
T2-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,True,False,Which vibe fuels your digital marketer?
A1-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,False,True,Why's your digital marketer so slow?
A2-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,False,True,Why bother with digital marketer?
A5-Marketing & Sales-Digital Marketer,Digital Marketer,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,True,False,Best social media manager hack you've brewed up?
T2-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,True,False,Which vibe fuels your social media manager?
A1-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,False,True,Why's your social media manager so slow?
A2-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,False,True,Why bother with social media manager?
A5-Marketing & Sales-Social Media Manager,Social Media Manager,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,True,False,Best email marketing specialist hack you've brewed up?
T2-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,True,False,Which vibe fuels your email marketing specialist?
A1-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,False,True,Why's your email marketing specialist so slow?
A2-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,False,True,Why bother with email marketing specialist?
A5-Marketing & Sales-Email Marketing Specialist,Email Marketing Specialist,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,True,False,Best seo specialist hack you've brewed up?
T2-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,True,False,Which vibe fuels your seo specialist?
A1-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,False,True,Why's your seo specialist so slow?
A2-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,False,True,Why bother with seo specialist?
A5-Marketing & Sales-SEO Specialist,SEO Specialist,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,True,False,Best ppc manager hack you've brewed up?
T2-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,True,False,Which vibe fuels your ppc manager?
A1-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,False,True,Why's your ppc manager so slow?
A2-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,False,True,Why bother with ppc manager?
A5-Marketing & Sales-PPC Manager,PPC Manager,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,True,False,Best marketing consultant hack you've brewed up?
T2-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,True,False,Which vibe fuels your marketing consultant?
A1-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,False,True,Why's your marketing consultant so slow?
A2-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,False,True,Why bother with marketing consultant?
A5-Marketing & Sales-Marketing Consultant,Marketing Consultant,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,True,False,Best sales representative hack you've brewed up?
T2-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,True,False,Which vibe fuels your sales representative?
A1-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,False,True,Why's your sales representative so slow?
A2-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,False,True,Why bother with sales representative?
A5-Marketing & Sales-Sales Representative,Sales Representative,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,True,False,Best affiliate marketer hack you've brewed up?
T2-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,True,False,Which vibe fuels your affiliate marketer?
A1-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,False,True,Why's your affiliate marketer so slow?
A2-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,False,True,Why bother with affiliate marketer?
A5-Marketing & Sales-Affiliate Marketer,Affiliate Marketer,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,True,False,Best brand strategist hack you've brewed up?
T2-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,True,False,Which vibe fuels your brand strategist?
A1-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,False,True,Why's your brand strategist so slow?
A2-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,False,True,Why bother with brand strategist?
A5-Marketing & Sales-Brand Strategist,Brand Strategist,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,True,False,Best market research analyst hack you've brewed up?
T2-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,True,False,Ever worked on this over a latte?
T3-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,True,False,What's your fave tool for the gig?
T4-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,True,False,Wildest win in your field—spill it!
T5-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,True,False,Which vibe fuels your market research analyst?
A1-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,False,True,Why's your market research analyst so slow?
A2-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,False,True,Isn't that just a hobby job?
A3-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,False,True,"You're replaceable by AI, right?"
A4-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,False,True,Why bother with market research analyst?
A5-Marketing & Sales-Market Research Analyst,Market Research Analyst,Marketing & Sales,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,True,False,Best virtual assistant hack you've brewed up?
T2-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,True,False,Which vibe fuels your virtual assistant?
A1-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,False,True,Why's your virtual assistant so slow?
A2-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,False,True,Why bother with virtual assistant?
A5-Business & Administration-Virtual Assistant,Virtual Assistant,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Project Manager,Project Manager,Business & Administration,True,False,Best project manager hack you've brewed up?
T2-Business & Administration-Project Manager,Project Manager,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Project Manager,Project Manager,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Project Manager,Project Manager,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Project Manager,Project Manager,Business & Administration,True,False,Which vibe fuels your project manager?
A1-Business & Administration-Project Manager,Project Manager,Business & Administration,False,True,Why's your project manager so slow?
A2-Business & Administration-Project Manager,Project Manager,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Project Manager,Project Manager,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Project Manager,Project Manager,Business & Administration,False,True,Why bother with project manager?
A5-Business & Administration-Project Manager,Project Manager,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Operations Manager,Operations Manager,Business & Administration,True,False,Best operations manager hack you've brewed up?
T2-Business & Administration-Operations Manager,Operations Manager,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Operations Manager,Operations Manager,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Operations Manager,Operations Manager,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Operations Manager,Operations Manager,Business & Administration,True,False,Which vibe fuels your operations manager?
A1-Business & Administration-Operations Manager,Operations Manager,Business & Administration,False,True,Why's your operations manager so slow?
A2-Business & Administration-Operations Manager,Operations Manager,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Operations Manager,Operations Manager,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Operations Manager,Operations Manager,Business & Administration,False,True,Why bother with operations manager?
A5-Business & Administration-Operations Manager,Operations Manager,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,True,False,Best customer support representative hack you've brewed up?
T2-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,True,False,Which vibe fuels your customer support representative?
A1-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,False,True,Why's your customer support representative so slow?
A2-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,False,True,Why bother with customer support representative?
A5-Business & Administration-Customer Support Representative,Customer Support Representative,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-HR Consultant,HR Consultant,Business & Administration,True,False,Best hr consultant hack you've brewed up?
T2-Business & Administration-HR Consultant,HR Consultant,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-HR Consultant,HR Consultant,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-HR Consultant,HR Consultant,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-HR Consultant,HR Consultant,Business & Administration,True,False,Which vibe fuels your hr consultant?
A1-Business & Administration-HR Consultant,HR Consultant,Business & Administration,False,True,Why's your hr consultant so slow?
A2-Business & Administration-HR Consultant,HR Consultant,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-HR Consultant,HR Consultant,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-HR Consultant,HR Consultant,Business & Administration,False,True,Why bother with hr consultant?
A5-Business & Administration-HR Consultant,HR Consultant,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,True,False,Best bookkeeper hack you've brewed up?
T2-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,True,False,Which vibe fuels your bookkeeper?
A1-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,False,True,Why's your bookkeeper so slow?
A2-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,False,True,Why bother with bookkeeper?
A5-Business & Administration-Bookkeeper,Bookkeeper,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Accountant,Accountant,Business & Administration,True,False,Best accountant hack you've brewed up?
T2-Business & Administration-Accountant,Accountant,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Accountant,Accountant,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Accountant,Accountant,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Accountant,Accountant,Business & Administration,True,False,Which vibe fuels your accountant?
A1-Business & Administration-Accountant,Accountant,Business & Administration,False,True,Why's your accountant so slow?
A2-Business & Administration-Accountant,Accountant,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Accountant,Accountant,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Accountant,Accountant,Business & Administration,False,True,Why bother with accountant?
A5-Business & Administration-Accountant,Accountant,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Business Analyst,Business Analyst,Business & Administration,True,False,Best business analyst hack you've brewed up?
T2-Business & Administration-Business Analyst,Business Analyst,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Business Analyst,Business Analyst,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Business Analyst,Business Analyst,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Business Analyst,Business Analyst,Business & Administration,True,False,Which vibe fuels your business analyst?
A1-Business & Administration-Business Analyst,Business Analyst,Business & Administration,False,True,Why's your business analyst so slow?
A2-Business & Administration-Business Analyst,Business Analyst,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Business Analyst,Business Analyst,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Business Analyst,Business Analyst,Business & Administration,False,True,Why bother with business analyst?
A5-Business & Administration-Business Analyst,Business Analyst,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,True,False,Best executive assistant hack you've brewed up?
T2-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,True,False,Which vibe fuels your executive assistant?
A1-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,False,True,Why's your executive assistant so slow?
A2-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,False,True,Why bother with executive assistant?
A5-Business & Administration-Executive Assistant,Executive Assistant,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Business & Administration-Event Planner,Event Planner,Business & Administration,True,False,Best event planner hack you've brewed up?
T2-Business & Administration-Event Planner,Event Planner,Business & Administration,True,False,Ever worked on this over a latte?
T3-Business & Administration-Event Planner,Event Planner,Business & Administration,True,False,What's your fave tool for the gig?
T4-Business & Administration-Event Planner,Event Planner,Business & Administration,True,False,Wildest win in your field—spill it!
T5-Business & Administration-Event Planner,Event Planner,Business & Administration,True,False,Which vibe fuels your event planner?
A1-Business & Administration-Event Planner,Event Planner,Business & Administration,False,True,Why's your event planner so slow?
A2-Business & Administration-Event Planner,Event Planner,Business & Administration,False,True,Isn't that just a hobby job?
A3-Business & Administration-Event Planner,Event Planner,Business & Administration,False,True,"You're replaceable by AI, right?"
A4-Business & Administration-Event Planner,Event Planner,Business & Administration,False,True,Why bother with event planner?
A5-Business & Administration-Event Planner,Event Planner,Business & Administration,False,True,"That last gig flopped, huh?"
T1-Education & Training-Online Tutor,Online Tutor,Education & Training,True,False,Best online tutor hack you've brewed up?
T2-Education & Training-Online Tutor,Online Tutor,Education & Training,True,False,Ever worked on this over a latte?
T3-Education & Training-Online Tutor,Online Tutor,Education & Training,True,False,What's your fave tool for the gig?
T4-Education & Training-Online Tutor,Online Tutor,Education & Training,True,False,Wildest win in your field—spill it!
T5-Education & Training-Online Tutor,Online Tutor,Education & Training,True,False,Which vibe fuels your online tutor?
A1-Education & Training-Online Tutor,Online Tutor,Education & Training,False,True,Why's your online tutor so slow?
A2-Education & Training-Online Tutor,Online Tutor,Education & Training,False,True,Isn't that just a hobby job?
A3-Education & Training-Online Tutor,Online Tutor,Education & Training,False,True,"You're replaceable by AI, right?"
A4-Education & Training-Online Tutor,Online Tutor,Education & Training,False,True,Why bother with online tutor?
A5-Education & Training-Online Tutor,Online Tutor,Education & Training,False,True,"That last gig flopped, huh?"
T1-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,True,False,Best e-learning developer hack you've brewed up?
T2-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,True,False,Ever worked on this over a latte?
T3-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,True,False,What's your fave tool for the gig?
T4-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,True,False,Wildest win in your field—spill it!
T5-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,True,False,Which vibe fuels your e-learning developer?
A1-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,False,True,Why's your e-learning developer so slow?
A2-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,False,True,Isn't that just a hobby job?
A3-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,False,True,"You're replaceable by AI, right?"
A4-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,False,True,Why bother with e-learning developer?
A5-Education & Training-E-Learning Developer,E-Learning Developer,Education & Training,False,True,"That last gig flopped, huh?"
T1-Education & Training-Instructional Designer,Instructional Designer,Education & Training,True,False,Best instructional designer hack you've brewed up?
T2-Education & Training-Instructional Designer,Instructional Designer,Education & Training,True,False,Ever worked on this over a latte?
T3-Education & Training-Instructional Designer,Instructional Designer,Education & Training,True,False,What's your fave tool for the gig?
T4-Education & Training-Instructional Designer,Instructional Designer,Education & Training,True,False,Wildest win in your field—spill it!
T5-Education & Training-Instructional Designer,Instructional Designer,Education & Training,True,False,Which vibe fuels your instructional designer?
A1-Education & Training-Instructional Designer,Instructional Designer,Education & Training,False,True,Why's your instructional designer so slow?
A2-Education & Training-Instructional Designer,Instructional Designer,Education & Training,False,True,Isn't that just a hobby job?
A3-Education & Training-Instructional Designer,Instructional Designer,Education & Training,False,True,"You're replaceable by AI, right?"
A4-Education & Training-Instructional Designer,Instructional Designer,Education & Training,False,True,Why bother with instructional designer?
A5-Education & Training-Instructional Designer,Instructional Designer,Education & Training,False,True,"That last gig flopped, huh?"
T1-Education & Training-Language Teacher,Language Teacher,Education & Training,True,False,Best language teacher hack you've brewed up?
T2-Education & Training-Language Teacher,Language Teacher,Education & Training,True,False,Ever worked on this over a latte?
T3-Education & Training-Language Teacher,Language Teacher,Education & Training,True,False,What's your fave tool for the gig?
T4-Education & Training-Language Teacher,Language Teacher,Education & Training,True,False,Wildest win in your field—spill it!
T5-Education & Training-Language Teacher,Language Teacher,Education & Training,True,False,Which vibe fuels your language teacher?
A1-Education & Training-Language Teacher,Language Teacher,Education & Training,False,True,Why's your language teacher so slow?
